folder,frame,channel_number
.,Ch098__airtel_trial1_0132_Fav_Captured_0323163732_cycle1_captured_Ch35_delay_4000_findPosition34,98
.,Ch098__airtel_trial1_0142_Fav_Captured_0323163732_cycle1_captured_Ch39_delay_2000_findPosition38,98
.,Ch098__airtel_trial1_0143_Fav_Captured_0323163732_cycle1_captured_Ch39_delay_3000_findPosition38,98
.,Ch098__airtel_trial1_0144_Fav_Captured_0323163732_cycle1_captured_Ch39_delay_4000_findPosition38,98
.,Ch098__airtel_trial1_0154_Fav_Captured_0323163732_cycle1_captured_Ch43_delay_2000_findPosition42,98
.,Ch098__airtel_trial1_0155_Fav_Captured_0323163732_cycle1_captured_Ch43_delay_3000_findPosition42,98
.,Ch098__airtel_trial1_0156_Fav_Captured_0323163732_cycle1_captured_Ch43_delay_4000_findPosition42,98
.,Ch098__airtel_trial1_0166_Fav_Captured_0323163732_cycle1_captured_Ch47_delay_2000_findPosition46,98
.,Ch098__airtel_trial1_0167_Fav_Captured_0323163732_cycle1_captured_Ch47_delay_3000_findPosition46,98
.,Ch098__airtel_trial1_0168_Fav_Captured_0323163732_cycle1_captured_Ch47_delay_4000_findPosition46,98
.,Ch098__airtel_trial1_0178_Fav_Captured_0323163732_cycle1_captured_Ch51_delay_2000_findPosition50,98
.,Ch098__airtel_trial1_0179_Fav_Captured_0323163732_cycle1_captured_Ch51_delay_3000_findPosition50,98
.,Ch098__airtel_trial1_0180_Fav_Captured_0323163732_cycle1_captured_Ch51_delay_4000_findPosition50,98
.,Ch098__airtel_trial1_0190_Fav_Captured_0323163732_cycle1_captured_Ch55_delay_2000_findPosition54,98
.,Ch098__airtel_trial1_0191_Fav_Captured_0323163732_cycle1_captured_Ch55_delay_3000_findPosition54,98
.,Ch098__airtel_trial1_0192_Fav_Captured_0323163732_cycle1_captured_Ch55_delay_4000_findPosition54,98
.,Ch098__airtel_trial1_0202_Fav_Captured_0323163732_cycle1_captured_Ch59_delay_2000_findPosition58,98
.,Ch098__airtel_trial1_0203_Fav_Captured_0323163732_cycle1_captured_Ch59_delay_3000_findPosition58,98
.,Ch098__airtel_trial1_0204_Fav_Captured_0323163732_cycle1_captured_Ch59_delay_4000_findPosition58,98
.,Ch098__airtel_trial1_0214_Fav_Captured_0323163732_cycle1_captured_Ch63_delay_2000_findPosition62,98
.,Ch098__airtel_trial1_0215_Fav_Captured_0323163732_cycle1_captured_Ch63_delay_3000_findPosition62,98
.,Ch098__airtel_trial1_0216_Fav_Captured_0323163732_cycle1_captured_Ch63_delay_4000_findPosition62,98
.,Ch098__airtel_trial1_0226_Fav_Captured_0323163732_cycle1_captured_Ch67_delay_2000_findPosition66,98
.,Ch098__airtel_trial1_0227_Fav_Captured_0323163732_cycle1_captured_Ch67_delay_3000_findPosition66,98
.,Ch098__airtel_trial1_0228_Fav_Captured_0323163732_cycle1_captured_Ch67_delay_4000_findPosition66,98
.,Ch098__airtel_trial1_0238_Fav_Captured_0323163732_cycle1_captured_Ch71_delay_2000_findPosition70,98
.,Ch098__airtel_trial1_0239_Fav_Captured_0323163732_cycle1_captured_Ch71_delay_3000_findPosition70,98
.,Ch098__airtel_trial1_0240_Fav_Captured_0323163732_cycle1_captured_Ch71_delay_4000_findPosition70,98
.,Ch098__airtel_trial1_0250_Fav_Captured_0323163732_cycle1_captured_Ch75_delay_2000_findPosition74,98
.,Ch098__airtel_trial1_0251_Fav_Captured_0323163732_cycle1_captured_Ch75_delay_3000_findPosition74,98
.,Ch098__airtel_trial1_0252_Fav_Captured_0323163732_cycle1_captured_Ch75_delay_4000_findPosition74,98
.,Ch098__airtel_trial1_0262_Fav_Captured_0323163732_cycle1_captured_Ch79_delay_2000_findPosition78,98
.,Ch098__airtel_trial1_0263_Fav_Captured_0323163732_cycle1_captured_Ch79_delay_3000_findPosition78,98
.,Ch098__airtel_trial1_0264_Fav_Captured_0323163732_cycle1_captured_Ch79_delay_4000_findPosition78,98
.,Ch098__airtel_trial1_0274_Fav_Captured_0323165334_cycle1_captured_Ch4_delay_2000_findPosition82,98
.,Ch098__airtel_trial1_0275_Fav_Captured_0323165334_cycle1_captured_Ch4_delay_3000_findPosition82,98
.,Ch099__airtel_trial1_0037_Fav_Captured_0323163732_cycle1_captured_Ch4_delay_2000_findPosition3,99
.,Ch099__airtel_trial1_0038_Fav_Captured_0323163732_cycle1_captured_Ch4_delay_3000_findPosition3,99
.,Ch099__airtel_trial1_0039_Fav_Captured_0323163732_cycle1_captured_Ch4_delay_4000_findPosition3,99
.,Ch099__airtel_trial1_0049_Fav_Captured_0323163732_cycle1_captured_Ch8_delay_2000_findPosition7,99
.,Ch099__airtel_trial1_0050_Fav_Captured_0323163732_cycle1_captured_Ch8_delay_3000_findPosition7,99
.,Ch099__airtel_trial1_0051_Fav_Captured_0323163732_cycle1_captured_Ch8_delay_4000_findPosition7,99
.,Ch099__airtel_trial1_0061_Fav_Captured_0323163732_cycle1_captured_Ch12_delay_2000_findPosition11,99
.,Ch099__airtel_trial1_0062_Fav_Captured_0323163732_cycle1_captured_Ch12_delay_3000_findPosition11,99
.,Ch099__airtel_trial1_0063_Fav_Captured_0323163732_cycle1_captured_Ch12_delay_4000_findPosition11,99
.,Ch099__airtel_trial1_0073_Fav_Captured_0323163732_cycle1_captured_Ch16_delay_2000_findPosition15,99
.,Ch099__airtel_trial1_0074_Fav_Captured_0323163732_cycle1_captured_Ch16_delay_3000_findPosition15,99
.,Ch099__airtel_trial1_0075_Fav_Captured_0323163732_cycle1_captured_Ch16_delay_4000_findPosition15,99
.,Ch099__airtel_trial1_0085_Fav_Captured_0323163732_cycle1_captured_Ch20_delay_2000_findPosition19,99
.,Ch099__airtel_trial1_0086_Fav_Captured_0323163732_cycle1_captured_Ch20_delay_3000_findPosition19,99
.,Ch099__airtel_trial1_0087_Fav_Captured_0323163732_cycle1_captured_Ch20_delay_4000_findPosition19,99
.,Ch099__airtel_trial1_0097_Fav_Captured_0323163732_cycle1_captured_Ch24_delay_2000_findPosition23,99
.,Ch099__airtel_trial1_0098_Fav_Captured_0323163732_cycle1_captured_Ch24_delay_3000_findPosition23,99
.,Ch099__airtel_trial1_0099_Fav_Captured_0323163732_cycle1_captured_Ch24_delay_4000_findPosition23,99
.,Ch099__airtel_trial1_0109_Fav_Captured_0323163732_cycle1_captured_Ch28_delay_2000_findPosition27,99
.,Ch099__airtel_trial1_0110_Fav_Captured_0323163732_cycle1_captured_Ch28_delay_3000_findPosition27,99
.,Ch099__airtel_trial1_0111_Fav_Captured_0323163732_cycle1_captured_Ch28_delay_4000_findPosition27,99
.,Ch099__airtel_trial1_0121_Fav_Captured_0323163732_cycle1_captured_Ch32_delay_2000_findPosition31,99
.,Ch099__airtel_trial1_0122_Fav_Captured_0323163732_cycle1_captured_Ch32_delay_3000_findPosition31,99
.,Ch099__airtel_trial1_0123_Fav_Captured_0323163732_cycle1_captured_Ch32_delay_4000_findPosition31,99
.,Ch099__airtel_trial1_0133_Fav_Captured_0323163732_cycle1_captured_Ch36_delay_2000_findPosition35,99
.,Ch099__airtel_trial1_0134_Fav_Captured_0323163732_cycle1_captured_Ch36_delay_3000_findPosition35,99
.,Ch099__airtel_trial1_0135_Fav_Captured_0323163732_cycle1_captured_Ch36_delay_4000_findPosition35,99
.,Ch099__airtel_trial1_0145_Fav_Captured_0323163732_cycle1_captured_Ch40_delay_2000_findPosition39,99
.,Ch099__airtel_trial1_0146_Fav_Captured_0323163732_cycle1_captured_Ch40_delay_3000_findPosition39,99
.,Ch099__airtel_trial1_0147_Fav_Captured_0323163732_cycle1_captured_Ch40_delay_4000_findPosition39,99
.,Ch099__airtel_trial1_0157_Fav_Captured_0323163732_cycle1_captured_Ch44_delay_2000_findPosition43,99
.,Ch099__airtel_trial1_0158_Fav_Captured_0323163732_cycle1_captured_Ch44_delay_3000_findPosition43,99
.,Ch099__airtel_trial1_0159_Fav_Captured_0323163732_cycle1_captured_Ch44_delay_4000_findPosition43,99
.,Ch099__airtel_trial1_0169_Fav_Captured_0323163732_cycle1_captured_Ch48_delay_2000_findPosition47,99
.,Ch099__airtel_trial1_0170_Fav_Captured_0323163732_cycle1_captured_Ch48_delay_3000_findPosition47,99
.,Ch099__airtel_trial1_0171_Fav_Captured_0323163732_cycle1_captured_Ch48_delay_4000_findPosition47,99
.,Ch099__airtel_trial1_0181_Fav_Captured_0323163732_cycle1_captured_Ch52_delay_2000_findPosition51,99
.,Ch099__airtel_trial1_0182_Fav_Captured_0323163732_cycle1_captured_Ch52_delay_3000_findPosition51,99
.,Ch099__airtel_trial1_0183_Fav_Captured_0323163732_cycle1_captured_Ch52_delay_4000_findPosition51,99
.,Ch099__airtel_trial1_0193_Fav_Captured_0323163732_cycle1_captured_Ch56_delay_2000_findPosition55,99
.,Ch099__airtel_trial1_0194_Fav_Captured_0323163732_cycle1_captured_Ch56_delay_3000_findPosition55,99
.,Ch099__airtel_trial1_0195_Fav_Captured_0323163732_cycle1_captured_Ch56_delay_4000_findPosition55,99
.,Ch099__airtel_trial1_0205_Fav_Captured_0323163732_cycle1_captured_Ch60_delay_2000_findPosition59,99
.,Ch099__airtel_trial1_0206_Fav_Captured_0323163732_cycle1_captured_Ch60_delay_3000_findPosition59,99
.,Ch099__airtel_trial1_0207_Fav_Captured_0323163732_cycle1_captured_Ch60_delay_4000_findPosition59,99
.,Ch099__airtel_trial1_0217_Fav_Captured_0323163732_cycle1_captured_Ch64_delay_2000_findPosition63,99
.,Ch099__airtel_trial1_0218_Fav_Captured_0323163732_cycle1_captured_Ch64_delay_3000_findPosition63,99
.,Ch099__airtel_trial1_0219_Fav_Captured_0323163732_cycle1_captured_Ch64_delay_4000_findPosition63,99
.,Ch099__airtel_trial1_0229_Fav_Captured_0323163732_cycle1_captured_Ch68_delay_2000_findPosition67,99
.,Ch099__airtel_trial1_0230_Fav_Captured_0323163732_cycle1_captured_Ch68_delay_3000_findPosition67,99
.,Ch099__airtel_trial1_0231_Fav_Captured_0323163732_cycle1_captured_Ch68_delay_4000_findPosition67,99
.,Ch099__airtel_trial1_0241_Fav_Captured_0323163732_cycle1_captured_Ch72_delay_2000_findPosition71,99
.,Ch099__airtel_trial1_0242_Fav_Captured_0323163732_cycle1_captured_Ch72_delay_3000_findPosition71,99
.,Ch099__airtel_trial1_0243_Fav_Captured_0323163732_cycle1_captured_Ch72_delay_4000_findPosition71,99
.,Ch099__airtel_trial1_0253_Fav_Captured_0323163732_cycle1_captured_Ch76_delay_2000_findPosition75,99
.,Ch099__airtel_trial1_0254_Fav_Captured_0323163732_cycle1_captured_Ch76_delay_3000_findPosition75,99
.,Ch099__airtel_trial1_0255_Fav_Captured_0323163732_cycle1_captured_Ch76_delay_4000_findPosition75,99
.,Ch099__airtel_trial1_0265_Fav_Captured_0323165334_cycle1_captured_Ch1_delay_2000_findPosition79,99
.,Ch099__airtel_trial1_0266_Fav_Captured_0323165334_cycle1_captured_Ch1_delay_3000_findPosition79,99
.,Ch099__airtel_trial1_0267_Fav_Captured_0323165334_cycle1_captured_Ch1_delay_4000_findPosition79,99
.,Ch099__airtel_trial1_0277_Fav_Captured_0323165334_cycle1_captured_Ch5_delay_2000_findPosition83,99
.,Ch099__airtel_trial1_0278_Fav_Captured_0323165334_cycle1_captured_Ch5_delay_3000_findPosition83,99
.,Ch099__airtel_trial1_0279_Fav_Captured_0323165334_cycle1_captured_Ch5_delay_4000_findPosition83,99
.,Ch100__airtel_trial1_0028_Fav_Captured_0323163732_cycle1_captured_Ch1_delay_2000_findPosition0,100
.,Ch100__airtel_trial1_0029_Fav_Captured_0323163732_cycle1_captured_Ch1_delay_3000_findPosition0,100
.,Ch100__airtel_trial1_0030_Fav_Captured_0323163732_cycle1_captured_Ch1_delay_4000_findPosition0,100
.,Ch100__airtel_trial1_0040_Fav_Captured_0323163732_cycle1_captured_Ch5_delay_2000_findPosition4,100
.,Ch100__airtel_trial1_0041_Fav_Captured_0323163732_cycle1_captured_Ch5_delay_3000_findPosition4,100
.,Ch100__airtel_trial1_0042_Fav_Captured_0323163732_cycle1_captured_Ch5_delay_4000_findPosition4,100
.,Ch100__airtel_trial1_0052_Fav_Captured_0323163732_cycle1_captured_Ch9_delay_2000_findPosition8,100
.,Ch100__airtel_trial1_0053_Fav_Captured_0323163732_cycle1_captured_Ch9_delay_3000_findPosition8,100
.,Ch100__airtel_trial1_0054_Fav_Captured_0323163732_cycle1_captured_Ch9_delay_4000_findPosition8,100
.,Ch100__airtel_trial1_0064_Fav_Captured_0323163732_cycle1_captured_Ch13_delay_2000_findPosition12,100
.,Ch100__airtel_trial1_0065_Fav_Captured_0323163732_cycle1_captured_Ch13_delay_3000_findPosition12,100
.,Ch100__airtel_trial1_0076_Fav_Captured_0323163732_cycle1_captured_Ch17_delay_2000_findPosition16,100
.,Ch100__airtel_trial1_0077_Fav_Captured_0323163732_cycle1_captured_Ch17_delay_3000_findPosition16,100
.,Ch100__airtel_trial1_0078_Fav_Captured_0323163732_cycle1_captured_Ch17_delay_4000_findPosition16,100
.,Ch100__airtel_trial1_0088_Fav_Captured_0323163732_cycle1_captured_Ch21_delay_2000_findPosition20,100
.,Ch100__airtel_trial1_0089_Fav_Captured_0323163732_cycle1_captured_Ch21_delay_3000_findPosition20,100
.,Ch100__airtel_trial1_0090_Fav_Captured_0323163732_cycle1_captured_Ch21_delay_4000_findPosition20,100
.,Ch100__airtel_trial1_0100_Fav_Captured_0323163732_cycle1_captured_Ch25_delay_2000_findPosition24,100
.,Ch100__airtel_trial1_0101_Fav_Captured_0323163732_cycle1_captured_Ch25_delay_3000_findPosition24,100
.,Ch100__airtel_trial1_0102_Fav_Captured_0323163732_cycle1_captured_Ch25_delay_4000_findPosition24,100
.,Ch100__airtel_trial1_0112_Fav_Captured_0323163732_cycle1_captured_Ch29_delay_2000_findPosition28,100
.,Ch100__airtel_trial1_0113_Fav_Captured_0323163732_cycle1_captured_Ch29_delay_3000_findPosition28,100
.,Ch100__airtel_trial1_0114_Fav_Captured_0323163732_cycle1_captured_Ch29_delay_4000_findPosition28,100
.,Ch100__airtel_trial1_0124_Fav_Captured_0323163732_cycle1_captured_Ch33_delay_2000_findPosition32,100
.,Ch100__airtel_trial1_0125_Fav_Captured_0323163732_cycle1_captured_Ch33_delay_3000_findPosition32,100
.,Ch100__airtel_trial1_0126_Fav_Captured_0323163732_cycle1_captured_Ch33_delay_4000_findPosition32,100
.,Ch100__airtel_trial1_0136_Fav_Captured_0323163732_cycle1_captured_Ch37_delay_2000_findPosition36,100
.,Ch100__airtel_trial1_0137_Fav_Captured_0323163732_cycle1_captured_Ch37_delay_3000_findPosition36,100
.,Ch100__airtel_trial1_0138_Fav_Captured_0323163732_cycle1_captured_Ch37_delay_4000_findPosition36,100
.,Ch100__airtel_trial1_0148_Fav_Captured_0323163732_cycle1_captured_Ch41_delay_2000_findPosition40,100
.,Ch100__airtel_trial1_0149_Fav_Captured_0323163732_cycle1_captured_Ch41_delay_3000_findPosition40,100
.,Ch100__airtel_trial1_0150_Fav_Captured_0323163732_cycle1_captured_Ch41_delay_4000_findPosition40,100
.,Ch100__airtel_trial1_0160_Fav_Captured_0323163732_cycle1_captured_Ch45_delay_2000_findPosition44,100
.,Ch100__airtel_trial1_0161_Fav_Captured_0323163732_cycle1_captured_Ch45_delay_3000_findPosition44,100
.,Ch100__airtel_trial1_0162_Fav_Captured_0323163732_cycle1_captured_Ch45_delay_4000_findPosition44,100
.,Ch100__airtel_trial1_0172_Fav_Captured_0323163732_cycle1_captured_Ch49_delay_2000_findPosition48,100
.,Ch100__airtel_trial1_0173_Fav_Captured_0323163732_cycle1_captured_Ch49_delay_3000_findPosition48,100
.,Ch100__airtel_trial1_0174_Fav_Captured_0323163732_cycle1_captured_Ch49_delay_4000_findPosition48,100
.,Ch100__airtel_trial1_0184_Fav_Captured_0323163732_cycle1_captured_Ch53_delay_2000_findPosition52,100
.,Ch100__airtel_trial1_0185_Fav_Captured_0323163732_cycle1_captured_Ch53_delay_3000_findPosition52,100
.,Ch100__airtel_trial1_0186_Fav_Captured_0323163732_cycle1_captured_Ch53_delay_4000_findPosition52,100
.,Ch100__airtel_trial1_0196_Fav_Captured_0323163732_cycle1_captured_Ch57_delay_2000_findPosition56,100
.,Ch100__airtel_trial1_0197_Fav_Captured_0323163732_cycle1_captured_Ch57_delay_3000_findPosition56,100
.,Ch100__airtel_trial1_0198_Fav_Captured_0323163732_cycle1_captured_Ch57_delay_4000_findPosition56,100
.,Ch100__airtel_trial1_0208_Fav_Captured_0323163732_cycle1_captured_Ch61_delay_2000_findPosition60,100
.,Ch100__airtel_trial1_0209_Fav_Captured_0323163732_cycle1_captured_Ch61_delay_3000_findPosition60,100
.,Ch100__airtel_trial1_0210_Fav_Captured_0323163732_cycle1_captured_Ch61_delay_4000_findPosition60,100
.,Ch100__airtel_trial1_0220_Fav_Captured_0323163732_cycle1_captured_Ch65_delay_2000_findPosition64,100
.,Ch100__airtel_trial1_0221_Fav_Captured_0323163732_cycle1_captured_Ch65_delay_3000_findPosition64,100
.,Ch100__airtel_trial1_0222_Fav_Captured_0323163732_cycle1_captured_Ch65_delay_4000_findPosition64,100
.,Ch100__airtel_trial1_0232_Fav_Captured_0323163732_cycle1_captured_Ch69_delay_2000_findPosition68,100
.,Ch100__airtel_trial1_0233_Fav_Captured_0323163732_cycle1_captured_Ch69_delay_3000_findPosition68,100
.,Ch100__airtel_trial1_0234_Fav_Captured_0323163732_cycle1_captured_Ch69_delay_4000_findPosition68,100
.,Ch100__airtel_trial1_0244_Fav_Captured_0323163732_cycle1_captured_Ch73_delay_2000_findPosition72,100
.,Ch100__airtel_trial1_0245_Fav_Captured_0323163732_cycle1_captured_Ch73_delay_3000_findPosition72,100
.,Ch100__airtel_trial1_0246_Fav_Captured_0323163732_cycle1_captured_Ch73_delay_4000_findPosition72,100
.,Ch100__airtel_trial1_0256_Fav_Captured_0323163732_cycle1_captured_Ch77_delay_2000_findPosition76,100
.,Ch100__airtel_trial1_0257_Fav_Captured_0323163732_cycle1_captured_Ch77_delay_3000_findPosition76,100
.,Ch100__airtel_trial1_0258_Fav_Captured_0323163732_cycle1_captured_Ch77_delay_4000_findPosition76,100
.,Ch100__airtel_trial1_0268_Fav_Captured_0323165334_cycle1_captured_Ch2_delay_2000_findPosition80,100
.,Ch100__airtel_trial1_0269_Fav_Captured_0323165334_cycle1_captured_Ch2_delay_3000_findPosition80,100
.,Ch100__airtel_trial1_0270_Fav_Captured_0323165334_cycle1_captured_Ch2_delay_4000_findPosition80,100
.,Ch100__airtel_trial1_0280_Fav_Captured_0323165334_cycle1_captured_Ch6_delay_2000_findPosition84,100
.,Ch100__airtel_trial1_0281_Fav_Captured_0323165334_cycle1_captured_Ch6_delay_3000_findPosition84,100
.,Ch100__airtel_trial1_0282_Fav_Captured_0323165334_cycle1_captured_Ch6_delay_4000_findPosition84,100
.,Ch101__airtel_trial1_0013_All_channels_Captured_0323160626_cycle1_captured_Ch5_delay_2000_findPosition13,101
.,Ch101__airtel_trial1_0014_All_channels_Captured_0323160626_cycle1_captured_Ch5_delay_3000_findPosition13,101
.,Ch101__airtel_trial1_0015_All_channels_Captured_0323160626_cycle1_captured_Ch5_delay_4000_findPosition13,101
.,Ch101__airtel_trial1_0031_Fav_Captured_0323163732_cycle1_captured_Ch2_delay_2000_findPosition1,101
.,Ch101__airtel_trial1_0032_Fav_Captured_0323163732_cycle1_captured_Ch2_delay_3000_findPosition1,101
.,Ch101__airtel_trial1_0033_Fav_Captured_0323163732_cycle1_captured_Ch2_delay_4000_findPosition1,101
.,Ch101__airtel_trial1_0043_Fav_Captured_0323163732_cycle1_captured_Ch6_delay_2000_findPosition5,101
.,Ch101__airtel_trial1_0044_Fav_Captured_0323163732_cycle1_captured_Ch6_delay_3000_findPosition5,101
.,Ch101__airtel_trial1_0045_Fav_Captured_0323163732_cycle1_captured_Ch6_delay_4000_findPosition5,101
.,Ch101__airtel_trial1_0055_Fav_Captured_0323163732_cycle1_captured_Ch10_delay_2000_findPosition9,101
.,Ch101__airtel_trial1_0056_Fav_Captured_0323163732_cycle1_captured_Ch10_delay_3000_findPosition9,101
.,Ch101__airtel_trial1_0057_Fav_Captured_0323163732_cycle1_captured_Ch10_delay_4000_findPosition9,101
.,Ch101__airtel_trial1_0079_Fav_Captured_0323163732_cycle1_captured_Ch18_delay_2000_findPosition17,101
.,Ch101__airtel_trial1_0080_Fav_Captured_0323163732_cycle1_captured_Ch18_delay_3000_findPosition17,101
.,Ch101__airtel_trial1_0081_Fav_Captured_0323163732_cycle1_captured_Ch18_delay_4000_findPosition17,101
.,Ch101__airtel_trial1_0091_Fav_Captured_0323163732_cycle1_captured_Ch22_delay_2000_findPosition21,101
.,Ch101__airtel_trial1_0092_Fav_Captured_0323163732_cycle1_captured_Ch22_delay_3000_findPosition21,101
.,Ch101__airtel_trial1_0093_Fav_Captured_0323163732_cycle1_captured_Ch22_delay_4000_findPosition21,101
.,Ch101__airtel_trial1_0103_Fav_Captured_0323163732_cycle1_captured_Ch26_delay_2000_findPosition25,101
.,Ch101__airtel_trial1_0104_Fav_Captured_0323163732_cycle1_captured_Ch26_delay_3000_findPosition25,101
.,Ch101__airtel_trial1_0105_Fav_Captured_0323163732_cycle1_captured_Ch26_delay_4000_findPosition25,101
.,Ch101__airtel_trial1_0115_Fav_Captured_0323163732_cycle1_captured_Ch30_delay_2000_findPosition29,101
.,Ch101__airtel_trial1_0116_Fav_Captured_0323163732_cycle1_captured_Ch30_delay_3000_findPosition29,101
.,Ch101__airtel_trial1_0117_Fav_Captured_0323163732_cycle1_captured_Ch30_delay_4000_findPosition29,101
.,Ch101__airtel_trial1_0127_Fav_Captured_0323163732_cycle1_captured_Ch34_delay_2000_findPosition33,101
.,Ch101__airtel_trial1_0128_Fav_Captured_0323163732_cycle1_captured_Ch34_delay_3000_findPosition33,101
.,Ch101__airtel_trial1_0129_Fav_Captured_0323163732_cycle1_captured_Ch34_delay_4000_findPosition33,101
.,Ch101__airtel_trial1_0139_Fav_Captured_0323163732_cycle1_captured_Ch38_delay_2000_findPosition37,101
.,Ch101__airtel_trial1_0140_Fav_Captured_0323163732_cycle1_captured_Ch38_delay_3000_findPosition37,101
.,Ch101__airtel_trial1_0141_Fav_Captured_0323163732_cycle1_captured_Ch38_delay_4000_findPosition37,101
