folder,frame,channel_number
.,18439_71c4aedb03,18438
.,18446_c026b06591,18445
.,1849_53fee06a81,1848
.,18845_551154dd26,18844
.,18886_2840c3a647,18885
.,18907_c93b089ffc,18906
.,18939_fd8857844b,18938
.,19094_f83b121f6c,19093
.,19099_faf5c08d57,19098
.,19136_00d6561e17,19135
.,19299_0e23486ba7,19298
.,19479_59ca23b303,19478
.,19599_a50c4f05df,19598
.,19646_68b5fe8c3d,19645
.,19665_9930bdc629,19664
.,19669_a72f879442,19668
.,19800_ed8c9941f6,19799
.,19807_dd7f43121b,19806
.,19893_6e3f5be0f9,19892
.,2036_cd1d594052,2035
.,20487_b335f81912,20486
.,20667_c853144e1b,20666
.,20673_1f72658569,20672
.,20767_b429a45cee,20766
.,20772_e43f956068,20771
.,20782_5712530212,20781
.,20850_7b8d09c9c8,20849
.,20960_2eee8ee990,20959
.,21039_c93ca56c3a,21038
.,21085_09fc470176,21084
.,21146_9b84ed4885,21145
.,21280_d1374fb772,21279
.,21652_3660516ef0,21651
.,21665_4baa79bb26,21664
.,21700_c83bca3695,21699
.,21747_c4e3f3a535,21746
.,21900_0da3a1cd7c,21899
.,21951_5065e8e9b4,21950
.,21951_cfe416f578,1950
.,2211_98d1cf9b49,2210
.,22125_3931f3487b,22124
.,2234_b17fa2bc2e,2233
.,22503_e3977d33b9,22502
.,22574_32bf2669f4,22573
.,22622_d552da6aae,22621
.,22645_e86bf6482a,22644
.,22704_cb9a51d513,22703
.,22823_091c649008,22822
.,22837_a516f2439a,22836
.,22935_6bfb437358,22934
.,22968_13a9848749,22967
.,22972_837c491abe,22971
.,23350_f0623ff38d,23349
.,23543_78ccaca8d0,23542
.,23601_ded83ba7c5,23600
.,23616_639849aca4,23615
.,23848_fe6640a177,23847
.,23899_31e07bbe76,23898
.,23915_eb84f5a382,23914
.,23978_74a5af3362,23977
.,24028_e9a9037a54,24027
.,24067_0d5786ec5a,24066
.,24128_a62284e94b,24127
.,24156_b85faead0e,24155
.,24177_5fcc02ef49,24176
.,24223_07bbdf11ae,24222
.,24242_e53e04b22f,24241
.,24291_c49b981944,24290
.,24388_a4e92e6bbf,24387
.,24402_7c815d31af,24401
.,24697_59d4bc4483,24696
.,24711_16f3da104a,24710
.,24714_75212a199a,24713
.,24753_90ba030b5b,24752
.,24799_3acbd91996,24798
.,24851_9194da9c75,24850
.,25026_056f63c1f6,25025
.,25040_378241e0d9,25039
.,25119_8fb95abc4f,25118
.,25151_ffeadaa5c0,25150
.,25441_c471543e2b,25440
.,25572_c3b426b9e5,25571
.,25633_742c0d8a1a,25632
.,2567_8cd2c186d1,2566
.,2573_9f649ce7ad,2572
.,25747_42de244fdd,25746
.,2584_8dc3cc69d7,2583
.,26085_990d45d038,26084
.,26329_2385084a14,26328
.,26499_3164f5ba7e,26498
.,26582_73894972fb,26581
.,26600_5f57635d96,26599
.,26660_51a61d69ad,26659
.,26728_86cfc8419b,26727
.,26773_60f83b5d62,26772
.,26854_a1e7591cdc,26853
.,26856_25e54924c6,26855
.,26905_244b4bd948,26904
.,26983_3f1bcc8bc6,26982
.,27077_8d25d3f396,27076
.,27172_e1365e6c6c,27171
.,27194_1bbda756c0,27193
.,271_a02c2ab0f3,270
.,27203_2f2a0984d4,27202
.,27234_30bcb7b71b,27233
.,27347_27f9b994ab,27346
.,27358_c6eb89c7e6,27357
.,27478_a84f7163fc,27477
.,27644_0cecce267a,27643
.,2768_f46c6c7256,2767
.,27805_21ec761e15,27804
.,27849_93576c7db3,27848
.,28138_3e8916aa8b,28137
.,28164_70756fd00e,28163
.,28199_5a8f078ebd,28198
.,28386_07419b9815,28385
.,28429_f6c5ba1cb1,28428
.,28433_93c57820ef,28432
.,28525_3ffc6d75d2,28524
.,287_7bf33ec707,286
.,28907_47b9a81dc7,28906
.,28918_6d1e88cc3e,28917
.,28923_aa230b23ff,28922
.,28953_0c464fb662,28952
.,29048_aa61f683d5,29047
.,29219_0742d16abc,29218
.,29249_36f2c0c96b,29248
.,29632_dfd25f3b6f,29631
.,2965_1b1370a027,2964
.,29677_0351a68a68,29676
.,29797_505dc1e467,29796
.,29832_2646152cd8,29831
.,29959_9ec9bd4dde,29958
.,30116_b3bb23f414,30115
.,30150_0acd413079,30149
.,3044_ca113b4c19,3043
.,30500_65e122085c,30499
.,30699_0e7c68f548,30698
.,30861_cecbeab5ee,30860
.,30897_ad4e90c641,30896
.,30904_b112afd2f2,30903
.,30938_2eb2b48c2a,30937
.,31054_d43b4ec246,31053
.,31213_042ac34475,31212
.,31263_0e29a1edbf,31262
.,31588_61dc892199,31587
.,31703_34e91aafe7,31702
.,31872_1a1ff533f3,31871
.,3207_f2c5787bac,32
.,32099_4b2580772d,32098
.,32148_dcb0909dde,32147
.,32150_c88c6940f8,32149
.,32184_67f72fd41b,32183
.,32198_83190c08de,32197
.,32407_008f7ec237,32406
.,32431_8f696ca371,32430
.,32582_9373a86005,32581
.,3264_f01d7a80b5,3263
.,32899_12f35e7606,32898
.,3289_7738fcf93f,3288
.,32939_d5aa945d80,32938
.,32960_2a2fe032cf,32959
.,33038_556ddcdb3f,33037
.,33130_490f01373d,33129
.,33371_a427f7fb4b,33370
.,33471_cfd7dc66ed,33470
.,33472_f6ee7e51f7,33471
.,3355_5ca1e2f013,3354
.,33568_030cac2227,33567
.,33600_49342d8cf2,33599
.,33719_564c0f46f2,33718
.,33982_e805b16462,33981
.,34206_a807bcabdd,34205
.,34225_fc5d0ec187,34224
.,34261_09f94722e4,34260
.,34541_acac3b4aec,34540
.,34553_83e6b4bab6,34552
.,34590_57bfcb8c33,34589
.,34765_dd3edc5294,34764
.,35039_1561cf667e,35038
.,35149_adcf8c2c9a,35148
.,35151_ab5e197449,35150
.,35174_fd5a16fc79,35173
.,35194_64f0c0b231,35193
.,35201_9118a5e53f,35200
.,35440_18fbd8a37d,35439
.,35607_e92810374b,35606
.,35645_9a70269de3,35644
.,35796_16dfee7151,35795
.,3592_8887a183ce,3591
.,35968_9aafaab19f,35967
.,35970_eec78d3ccc,35969
.,36013_6a18c94863,36012
.,36044_2357370779,36043
.,36098_b0e66d7b35,36097
.,36238_73510fb7c1,36237
.,36295_cf2e6a71e0,36294
.,36395_d676928cd7,36394
.,36437_e89b0434bb,6436
.,36505_7a1e71f2ea,36504
.,36592_dd731f3c1f,36591
.,36655_bed11f0013,36654
.,36783_d65ba9089c,36782
.,36895_1c9cb8d6ab,36894
.,36931_52490fb6f2,36930
.,37062_a0b875f8f7,37061
.,37070_198889baa5,37069
.,37166_0c26af0bb5,37165
.,37179_cbe05722ac,37178
.,3718_be91c87396,3717
.,3735_a48783c693,3734
.,37367_5f80546dce,37366
.,37402_29aed9a96b,37401
.,37526_00e91888a8,37525
.,37552_2ee8c773f0,37551
.,37582_741354ae1e,37581
.,3766_a0f9da5a7b,3765
.,37737_546fe88dec,37736
.,37752_2dd355f182,37751
.,37874_0b6ffb617a,37873
.,37916_ba8375bb39,37915
.,3795_4c5387d9d4,3794
.,38032_c937cafe8f,38031
.,38123_a1cedef164,38122
.,38139_be1fc5c494,38138
.,38210_aa65e24d2a,38209
.,38283_14734a0abb,38282
.,38423_545a4b656a,38422
.,38428_56b90adb74,38427
.,38609_c192cfd7b4,38608
.,38764_9151e7fbb3,38763
.,38951_181245c573,38950
.,38985_9ce36d712a,38984
.,39224_32bc72b491,39223
.,39276_f67784e259,39275
.,39423_4d87ae3f46,39422
.,39767_65770c9618,39766
.,39856_f2a1a3f4f2,39855
.,39982_0ec1b587b1,39981
.,40251_acc179bd2c,40250
.,40449_6e615f34e5,40448
.,40536_bfe2d16341,40535
.,40674_3a0e845534,40673
.,40783_6fab36c4a6,40782
.,40880_967fbe9b94,40879
.,41047_341e796ba5,41046
.,41142_a2afed2572,41141
.,41244_50ee79ce9b,41243
.,41327_823c39c719,41326
.,41579_3a0dcf6930,41578
.,41629_c76326def8,41628
.,41645_6ac9310934,41644
.,41780_126dc649a9,41779
.,41924_fd4d624d25,41923
.,4196_49dbba7d22,4195
.,42325_cf2fd4a946,42324
.,42337_f7e641b745,42336
.,42465_44578f67fd,42464
.,42477_a25cb6b9e5,42476
.,42568_2ca647426c,42567
.,42785_538d02d73c,42784
.,42_b3fccd1b68,41
.,43316_257e8ecef8,43315
.,43404_ab703715bf,43403
.,43471_830983c9c4,43470
.,43540_ccefc7516b,43539
.,4354_c0cb864098,4353
.,43614_6bbbcaeb28,43613
.,43717_65fd34977b,43716
.,43805_4d75671ef9,43804
.,43903_1d3b960854,43902
.,43912_4aa257053a,43911
.,44094_ac99a0a5ce,44093
.,44223_ba5de0c5be,44222
.,4422_08d5ac72b1,4421
.,44313_57d79aab08,44312
.,44401_82e8359de9,44400
.,44432_da5e08dfcf,44431
.,4444_5bb20d530b,4443
.,44798_96a4a9908e,44797
.,44831_5d5ac13a23,44830
.,45242_4db38289cd,45241
.,45486_992fa9f989,45485
.,45523_d3d721de01,45522
.,45576_2b0969bda7,45575
.,45608_fef050ff94,45607
.,45761_bc04393d03,45760
.,45827_b236571268,45826
.,45876_eebdd0a38c,45875
.,45889_4a83efdc61,45888
.,4590_8363fc3b60,4589
.,45931_e281c9c204,45930
.,46043_a447cd92f4,46042
.,46192_465d2aa1e6,46191
.,46204_782bd54f6b,46203
.,46509_52abe2d569,46508
.,46573_1937430d4c,46572
.,46625_8f99b95c4c,46624
.,46634_25744be06e,46633
.,46635_3b0091af2b,46634
.,46682_1f7d2d4415,46681
.,46727_2a104d5229,46726
.,46761_f873b7dd73,46760
.,4677_2546b563bb,4676
.,46888_0ece52485e,46887
.,46993_d93f258dad,46992
.,47034_b9c59bdd1c,47033
.,47140_14c5489d05,47139
.,47208_dc07bd06fd,47207
.,47399_d077327d9b,47398
.,4741_f629916cde,4740
.,47432_f039ca1022,47431
.,47521_98779ee03f,47520
.,47803_22476148ee,47802
.,47807_2923e331f1,47806
.,47839_cfee508692,47838
.,47883_fbbf19a80d,47882
.,4831_b84d7d10aa,4830
.,48367_a9628c89b0,48366
.,48421_485088ad8a,48420
.,48484_cf9f5fd1e7,48483
.,4892_78c45bfd85,4891
.,49022_13e97d6ded,49021
.,49159_cd2e311ffd,49158
.,49538_18a1230e06,49537
.,49712_4d9e1045a3,49711
.,49764_3ba9b1434c,49763
.,49771_2f0500d3c3,49770
.,50008_ba960dba5e,50007
.,50014_ff0a414768,50013
.,50054_77bc97fdff,50053
.,50099_c1973eaf21,50098
.,50200_3571edd9bd,50199
.,50481_8e761f0ca3,50480
.,50495_c48050e540,50494
.,50560_a817db01dd,50559
.,50598_364f3c017a,50597
.,50605_31d2af4f35,50604
.,50633_a8b5181a8c,50632
.,50794_4d64d7c346,50793
.,50813_f0ea8b0b86,50812
.,50977_64a48f66df,50976
.,51039_5b91571bd4,51038
.,51106_3e95e641bd,51105
.,51149_8cf69bc6d8,51148
.,51255_d701ee4062,51254
.,51451_8ab04d152f,51450
.,51484_a6f24a97bb,51483
.,51569_0250cc62d3,51568
.,51777_030c591b64,51776
.,51827_cd77dfccd2,51826
.,5187_fcb14809ef,5186
.,51912_a540271faa,51911
.,51930_7b2e70ef84,51929
.,51974_0dd5d3b811,51973
.,51986_ecc1cd95ea,51985
.,52265_5257068f6f,52264
.,5234_45e3c96cda,5233
.,52407_ddc77c5cef,52406
.,5243_86a14d0fc9,5242
.,52490_dbd621043e,52489
.,52575_7f17fb55b7,52574
.,52580_8de5b8a5a0,52579
.,52602_2b82f7968b,52601
.,52626_d31f119ec0,52625
.,52730_ed65cd127e,52729
.,52776_005e5ba4d8,52775
.,52777_95a93cda30,52776
.,52832_bbb3452944,52831
.,52888_c4ecf89fb8,52887
.,53133_070be00e2b,53132
.,53194_a43971ca4f,53193
.,53222_63a5d6d3e8,53221
.,53263_9b29c744b9,53262
.,53281_8d5da8e571,53280
.,53386_055b42791e,53385
.,53463_67b3dda40c,53462
.,53643_39ebcdc006,53642
.,5364_734a9b35ef,5363
.,53750_3a4da9c599,53749
.,53795_e5ec9b8ee2,53794
.,53882_8e41986c9e,53881
.,53944_0b945a61e3,53943
.,54089_3f51b1354e,54088
.,54167_727f2e4b35,54166
.,54185_28755f014e,54184
.,5418_a12f314836,5417
.,54233_867902ec65,54232
.,5424_247b18b477,5423
.,543_c3586b1943,542
.,54435_96c0c9e4b0,54434
.,54475_518f1d80f8,54474
.,54520_b0524351a0,54519
.,54552_2a68952815,54551
.,54759_d870e16258,54758
.,55032_60db78323a,55031
.,55125_d19b5f7ed8,55124
.,55230_124ba53bb5,55229
.,55270_4ea00698a9,55269
.,5529_633b44a133,5528
.,55432_a1fe7f0d45,55431
.,55697_2c0a9b1796,55696
.,55722_35445e88f0,55721
.,55935_e20c967924,55934
.,56076_24af52e0ee,56075
.,56103_9ccf600f70,56102
.,56143_a55112e478,56142
.,56166_b5a58981b8,56165
.,5618_0cb570d670,5617
.,56206_60b695ad52,56205
.,56220_cb46850fb6,56219
.,56493_2f6aee1970,56492
.,56551_6b24441c31,56550
.,56616_ec6635c333,56615
.,56932_e36bf950f8,56931
.,56957_12c8956ec4,56956
.,56990_2d9de731c2,56989
.,57014_5f8cc9a63c,57013
.,57103_e0408e19ba,57102
.,57192_d2983d2b3d,57191
.,5719_97af47f05c,5718
.,5739_bb23aafdce,5738
.,57439_3206f09e27,57438
.,57731_ec6fe41ad2,57730
.,57734_75ec3bc395,57733
.,57804_32cc9b562a,57803
.,57921_a591302398,57920
.,58020_3a6d6cc034,58019
.,58060_85be168cd2,58059
.,58196_4e770a7d7b,58195
.,58235_851cb2edf9,58234
.,58418_65f41f0342,58417
.,5857_5f14f2d5ec,5856
.,58719_ce46c0f82d,58718
.,58884_525d77123a,58883
.,58941_0750471005,58940
.,5897_c6cba44951,5896
.,59029_d39db5ec3e,59028
.,59103_0a20a0275a,59102
.,59122_34483973e9,59121
.,59139_98bc6fb810,59138
.,5924_a14fd770b6,5923
.,59259_6282baab63,59258
.,59378_530f186c2e,59377
.,59573_db80a2d95d,59572
.,59636_5c638fc9a3,59635
.,59675_7d6e22ce9c,59674
.,59738_380e6364ec,59737
.,5981_903436765a,5980
.,59999_b6e55a526d,59998
.,60160_44a54d0d59,60159
.,6028_2f6324bdc7,6027
.,60299_255af8680f,60298
.,60350_226848aca7,60349
.,60387_c114fd6539,60386
.,60485_d050bddee8,60484
.,60548_64e5bfbdbb,60547
.,60775_77c69b2d2b,60774
.,60799_15b74f5f72,60798
.,60836_d41ac1932c,60835
.,60878_02e9a374a0,60877
.,60909_21a3126a3d,60908
.,61159_eeca172d70,61158
.,61312_23136b1d1a,61311
.,61428_b79f825f67,61427
.,61462_b2fda63544,61461
.,61503_9c7d427d69,61502
.,61519_74ac0bde53,61518
.,61663_37974bf4b1,61662
.,61866_5cac209b0c,61865
.,61900_3ac977b250,61899
.,6191_d28829a19a,6190
.,62255_ee4fc42b14,62254
.,62360_cefe994f29,62359
.,62614_88688e4847,62613
.,62618_ec4ebbaa7b,62617
.,62783_44de5070b3,62782
.,62871_13286666dd,62870
.,63074_fe7f6af837,63073
.,63255_35cedb70ca,63254
.,63411_d11c2dc92b,63410
.,63423_27d3485352,63422
.,63587_7122c6fc81,63586
.,63614_f571e41104,63613
.,63780_d8e5a8cdc5,63779
.,6394_de2d2c52fd,6393
.,64199_987f5dfb78,64198
.,64232_63757d6f17,64231
.,6424_0d6232837a,6423
.,64364_c387ed8a76,64363
.,64520_5a056b354e,64519
.,64617_770637ff08,64616
.,64723_fa46759ed9,64722
.,64751_83f22cb5bf,64750
.,64792_231b0bb37b,64791
.,64921_0952179cce,64920
.,64921_f5474cbb39,64920
.,64927_6d2858361d,64926
.,64967_9c9141b3f0,64966
.,65106_697206da41,65105
.,65182_0f5fd37088,65181
.,65271_21561dba10,65270
.,65301_d228a81308,65300
.,65347_57d79a866e,65346
.,65372_676370572b,65371
.,6540_f018baeef0,6539
.,65419_ce76fbae07,65418
.,65660_2af33cf7f9,65659
.,65866_6fe73e1708,65865
.,66180_e8f4dec215,66179
.,66181_c3b21262e3,66180
.,66222_2b45072584,66221
.,66385_942cf9c85d,66384
.,66435_1873890b22,66434
.,66500_9865ac599c,66499
.,66503_b369bfdf68,66502
.,66539_42b90f7831,66538
.,6655_a86ed102b4,6654
.,66921_bf105f7487,66920
.,6692_40f0d03f50,6691
.,66933_7b8692a07a,66932
.,67025_7c6081f468,67024
.,67096_887a926077,67095
.,67235_28fc124f61,67234
.,6745_0aee10e079,6744
.,67702_85911d25b4,67701
.,67716_e4ea9e1781,67715
.,67754_d37e7d3b34,67753
.,67770_5a6522682f,67769
.,67786_3b2046489b,67785
.,67928_a237dda1fa,67927
.,67951_2ff23b0b1f,67950
.,68046_586a1ff888,68045
.,68071_0c128b5d37,68070
.,68137_db5051c056,68136
.,68141_c997d5ef15,68140
.,68314_93e09449b3,68313
.,6842_684b116ff1,6841
.,68519_dd564ebd69,68518
.,68606_8b3b942b85,68605
.,69000_8714e867eb,68999
.,69021_ce499cbd9f,69020
.,6907_f70dd31acb,6906
.,69110_da27b6a781,69109
.,69317_46ec26c1d7,69316
.,69411_955e069ebe,69410
.,69578_87fcdae165,69577
.,69590_257acc4a80,69589
.,69853_27775edaa7,69852
.,69962_77534174d7,69961
.,70040_9c19683299,39
.,70204_6f505a3aa7,70203
.,70323_63c80f353c,70322
.,70366_162a9b94bc,70365
.,70435_8078d8401a,70434
.,70805_b1d6b94b88,70804
.,70816_e030efb3ac,70815
.,71110_eaaba1afa2,71109
.,71135_11102e00fb,71134
.,71194_9f142ef38c,71193
.,71240_123b5efbec,71239
.,71275_9c32533974,71274
.,71392_4c5f9ad78f,71391
.,71421_302555c661,71420
.,71504_fb8ab63699,71503
.,7156_37230adce1,7155
.,71633_2bcbd633da,71632
.,71745_d394373bd1,71744
.,71837_11f79d0480,71836
.,71982_75d37ed3f3,71981
.,72016_ed078cf6c0,72015
.,72169_e879ef38a2,72168
.,72244_0a308e2156,72243
.,72248_ec8b8166f8,72247
.,72260_44b5a2fc9c,72259
.,72292_72b2daa541,72291
.,72450_0d59254d4b,72449
.,72571_39a5a3183c,72570
.,72583_2f70509552,72582
.,72583_423f0a83f1,72582
.,727_d9a71d198a,726
.,72836_a018d56bca,72835
.,72992_8726ebd2b5,72991
.,73040_284e83faa8,73039
.,73071_c918c1f9ef,73070
.,73182_3ae0ff08b6,73181
.,73381_54dac1b8aa,73380
.,73462_f0a4d4f386,73461
.,73507_4d3c388583,73506
.,73524_7746f1f971,73523
.,73766_03ca59198f,73765
.,73900_64a1e82ac3,73899
.,73982_5d99c66261,3981
.,74037_8107ac171e,74036
.,74200_38ad008e8d,74199
.,74261_8bfd322e7d,74260
.,74409_7184dc2b68,74408
.,74522_1bad437c22,74521
.,74933_dde4374ad5,74932
.,75069_5e4d0e20c2,5068
.,75142_56c51d02c9,75141
.,7520_b53eb211dc,7519
.,75260_0c73b264cd,75259
.,75681_17abfcc653,75680
.,75698_794961a10d,75697
.,75705_89f3e71aca,75704
.,75894_a39209cc4b,5893
.,75907_6c1b8d6e36,75906
.,75980_7633f7924c,5979
.,76055_80dfcec03b,76054
.,76073_484acb030c,76072
.,76095_5618a47de1,76094
.,7611_f515729b66,7610
.,76132_536f9c72d2,76131
.,76200_ab5853904c,6199
.,76338_e1638d1149,76337
.,76428_e85126575b,76427
.,76565_ca0c6549c1,76564
.,76586_314717b237,76585
.,76595_320f542c77,76594
.,76821_0ecd02ad5e,76820
.,76854_066ca9f79a,76853
.,76871_1db5ea11d9,76870
.,76982_a51913ae92,7698
.,76_12fefd485e,75
.,77113_06e1e182b2,77112
.,77131_b357cebdb2,77130
.,77168_93e3049f67,77167
.,77193_6cba8438cd,77192
.,7727_4f2e0b4fec,7726
.,7745_84447c87e7,7744
.,77575_89b5d0da1a,77574
.,77630_c4a8c9410b,77629
.,77632_0f5d354796,77631
.,77839_b0bae4b0e7,77838
.,78113_deecf436f2,78112
.,78117_b593b521e8,78116
.,78293_687f1d14cd,78292
.,78395_c645ea5081,78394
.,78436_8999acb085,78435
.,78487_835a6deb88,78486
.,7854_fc5b086811,7853
.,7869_380e9aa6e8,7868
.,78768_87b563cdbb,78767
.,7877_fbb5758ffc,7876
.,78883_17a7762bfe,78882
.,7896_a49f762f63,7895
.,7921_40c0a4e12a,7920
.,79283_f6159b9488,79282
.,7930_b871257844,7929
.,79323_ab5145c7e3,79322
.,79393_9ef54091ec,79392
.,79415_ccb3e0297c,79414
.,79436_cdb0a276e5,79435
.,79453_0e46f50d8d,79452
.,79471_f142ff300c,79470
.,79536_e106fe8a9b,79535
.,79676_dd89fad5da,79675
.,79914_ba4a911899,79913
.,79937_362272ce3c,79936
.,80128_451032a1f2,80127
.,80207_2dfb4bce6b,80206
.,80245_3483cdaf8d,80244
.,80359_85b8c289aa,80358
.,80404_8d138e3a49,80403
.,80447_54377e6492,80446
.,80546_0e8783f79b,80545
.,80673_ba77600c70,80672
.,80846_64421d5287,80845
.,80858_2dcc1f8663,80857
.,80987_e572b81fcc,80986
.,81004_a6f8b54465,81003
.,81039_c86710eec7,81038
.,8104_f294aa42d0,8103
.,81217_20bbecebe5,81216
.,81249_5e6d085060,81248
.,81294_74a9dfbfe4,81293
.,81389_cd3ad4fc89,81388
.,81409_c0d3eff9a1,81408
.,81442_3fb578ef49,81441
.,8152_1269cb2527,8151
.,81651_93de1b5e65,81650
.,81753_603f78f9b5,81752
.,8178_f8b0fea47b,8177
.,82075_fe70658bda,82074
.,82146_f217d1d27c,82145
.,82508_3200bd5bf5,82507
.,82680_2b5302e97e,82679
.,82767_66eaa67b3b,82766
.,8291_ab146cc4b2,8290
.,82934_e3ecd4f32f,82933
.,83186_6e1c6c1828,83185
.,83249_bf1ecfba90,83248
.,83274_5f7dab6bac,83273
.,83283_4845aadc85,83282
.,83582_580c5e8e80,83581
.,83684_a484e141ce,83683
.,83766_24de4de082,83765
.,84013_544809ddaf,84012
.,84038_16047121f3,84037
.,84190_badaab84e4,84189
.,84592_4e360a2691,84591
.,8466_675c6f0109,8465
.,84677_d70c75b5f3,84676
.,84838_0a3b984733,84837
.,84964_c1c8bde766,84963
.,85151_8078c42fd4,85150
.,85344_1c4d52a293,85343
.,85346_e529f20eea,85345
.,8535_f60a2f7189,8534
.,85375_96c2a41aff,85374
.,85391_a074e31cb9,85390
.,85468_24025d2d04,85467
.,85581_a7743decd1,85580
.,85593_2ad4333d74,85592
.,85669_5661a581f6,85668
.,85731_8f26f7857e,85730
.,8579_9e0c236ef2,8578
.,85850_99275e0517,85849
.,85951_029ca059ce,85950
.,8618_958eebf764,8617
.,86371_406c3a105c,86370
.,86484_b73f1cb485,86483
.,86547_67d2ad0633,86546
.,8656_913df73233,8655
.,86633_a7f040a6fb,86632
.,86686_8292ed5cf6,86685
.,8675_5c256b7dbc,8674
.,86761_fd734c7093,86760
.,86978_62200bf5bf,86977
.,87107_6a32962d33,87106
.,87154_9636ab7047,87153
.,87167_191dfbbc9a,87166
.,87183_989a372c85,87182
.,87345_4208b2003c,87344
.,87410_367e9febf9,87409
.,87476_8e2e004699,87475
.,87550_d7e7ce0b96,87549
.,87564_92b256c530,87563
.,87610_47b44b1494,87609
.,87610_a0192321d8,87609
.,87640_ccfa62a723,87639
.,87664_def5607cb3,87663
.,87723_2d31135818,87722
.,87844_75fc0ef22e,87843
.,87957_ae2e006b3b,87956
.,88001_118da86b55,88000
.,88037_ce342aa115,88036
.,8810_f873351653,8809
.,88127_98fb234b2e,88126
.,88132_1cfdfac164,88131
.,8828_f91b12dc0e,8827
.,88487_f67a8f2ca0,88486
.,88572_a7240f6b64,88571
.,88588_d925998ce1,88587
.,88613_017a57dcf7,88612
.,88718_3585eedd7b,88717
.,88748_8b00c8a6e0,88747
.,88855_ea60881d26,88854
.,88926_ea9d4c5a84,88925
.,88963_3f444913ae,88962
.,89022_71ca3a52db,89021
.,89233_4a5e70bd36,89232
.,89322_38b78f3c5b,89321
.,89354_bb4d236907,89353
.,89391_ff36f41d5e,89390
.,89593_c806d19404,89592
.,89605_7d04085732,89604
.,89638_04209d24aa,89637
.,89695_d8fc52908b,89694
.,89878_64a91b2037,89877
.,8989_03edc2a16f,8988
.,90028_48282bc80b,90027
.,9004_786e01c189,9003
.,90100_5352c3d574,90099
.,90149_5065cc5732,90148
.,90510_d4486d6c9c,90509
.,90521_ebdbb981bd,90520
.,90630_5d8bf9693e,90629
.,90919_96de5dcf37,90918
.,90920_227a50e580,90919
.,91278_c1b728dea3,91277
.,91292_369a554dd7,91291
.,91340_8abf4ea6a7,91339
.,91419_79aaf45b01,91418
.,91541_c0110d7cb2,91540
.,91566_8dbe92064d,91565
